ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-12-31,19047.354496813823,15044.667768797213,47296.24769640263,19047.354496813823,19047.354496813823,11937.407009880779,11937.407009880779,11937.407009880779,11937.407009880779,11937.407009880779,11937.407009880779,0.0,0.0,0.0,30984.761506694602
2010-01-01,19066.946684422666,4351.865133258695,35626.165015682614,19066.946684422666,19066.946684422666,1156.1841805979539,1156.1841805979539,1156.1841805979539,1156.1841805979539,1156.1841805979539,1156.1841805979539,0.0,0.0,0.0,20223.13086502062
2010-01-02,19086.538872031502,-18583.295946753213,12742.018488713735,19086.538872031502,19086.538872031502,-22522.744569801613,-22522.744569801613,-22522.744569801613,-22522.744569801613,-22522.744569801613,-22522.744569801613,0.0,0.0,0.0,-3436.2056977701104
2010-01-03,19106.131059640342,-2171.734742953181,29188.32989476852,19106.131059640342,19106.131059640342,-6070.4200391078975,-6070.4200391078975,-6070.4200391078975,-6070.4200391078975,-6070.4200391078975,-6070.4200391078975,0.0,0.0,0.0,13035.711020532444
2010-01-04,19125.72324724918,7020.720046280282,37767.72150942115,19125.72324724918,19125.72324724918,2735.1972647254834,2735.1972647254834,2735.1972647254834,2735.1972647254834,2735.1972647254834,2735.1972647254834,0.0,0.0,0.0,21860.920511974666
2010-01-05,19145.31543485802,11365.09045005424,43060.123195292304,19145.31543485802,19145.31543485802,8061.494245089224,8061.494245089224,8061.494245089224,8061.494245089224,8061.494245089224,8061.494245089224,0.0,0.0,0.0,27206.809679947244
2010-01-06,19164.90762246686,7506.533558649773,39346.131783618905,19164.90762246686,19164.90762246686,4702.881908638352,4702.881908638352,4702.881908638352,4702.881908638352,4702.881908638352,4702.881908638352,0.0,0.0,0.0,23867.789531105213
2010-01-07,19184.4998100757,14192.717320982601,47020.87630770077,19184.4998100757,19184.4998100757,11937.407009873687,11937.407009873687,11937.407009873687,11937.407009873687,11937.407009873687,11937.407009873687,0.0,0.0,0.0,31121.906819949385
2010-01-08,19204.09199768454,4611.667228425426,34293.93540386148,19204.09199768454,19204.09199768454,1156.1841805622842,1156.1841805622842,1156.1841805622842,1156.1841805622842,1156.1841805622842,1156.1841805622842,0.0,0.0,0.0,20360.276178246822
2010-01-09,19223.684185293383,-18125.901618768065,12350.73024143934,19223.684185293383,19223.684185293383,-22522.74456980971,-22522.74456980971,-22522.74456980971,-22522.74456980971,-22522.74456980971,-22522.74456980971,0.0,0.0,0.0,-3299.0603845163278
2010-01-10,19243.27637290222,-2181.9352162500672,29650.830884451585,19243.27637290222,19243.27637290222,-6070.420039092484,-6070.420039092484,-6070.420039092484,-6070.420039092484,-6070.420039092484,-6070.420039092484,0.0,0.0,0.0,13172.856333809734
2010-01-11,19262.86856051106,6224.070249122448,37940.01533400011,19262.86856051106,19262.86856051106,2735.1972647083157,2735.1972647083157,2735.1972647083157,2735.1972647083157,2735.1972647083157,2735.1972647083157,0.0,0.0,0.0,21998.065825219375
2010-01-12,19282.4607481199,11759.198978217786,42676.05644009975,19282.4607481199,19282.4607481199,8061.494245070498,8061.494245070498,8061.494245070498,8061.494245070498,8061.494245070498,8061.494245070498,0.0,0.0,0.0,27343.954993190397
2010-01-13,19302.052935728738,8031.513924885318,39360.51215673665,19302.052935728738,19302.052935728738,4702.881908650036,4702.881908650036,4702.881908650036,4702.881908650036,4702.881908650036,4702.881908650036,0.0,0.0,0.0,24004.934844378775
2010-01-14,19321.645123337577,15453.69256410031,46767.58771254467,19321.645123337577,19321.645123337577,11937.40700986659,11937.40700986659,11937.40700986659,11937.40700986659,11937.40700986659,11937.40700986659,0.0,0.0,0.0,31259.052133204168
2010-01-15,19341.237310946413,5164.330683442345,36218.39352984004,19341.237310946413,19341.237310946413,1156.184180550984,1156.184180550984,1156.184180550984,1156.184180550984,1156.184180550984,1156.184180550984,0.0,0.0,0.0,20497.421491497396
2010-01-16,19360.829573459432,-18933.14062202463,12678.269774858427,19360.829573459432,19360.829573459432,-22522.744569802562,-22522.744569802562,-22522.744569802562,-22522.744569802562,-22522.744569802562,-22522.744569802562,0.0,0.0,0.0,-3161.91499634313
2010-01-17,19380.421835972447,-3577.664351744626,27904.712835808405,19380.421835972447,19380.421835972447,-6070.420039120669,-6070.420039120669,-6070.420039120669,-6070.420039120669,-6070.420039120669,-6070.420039120669,0.0,0.0,0.0,13310.001796851779
2010-01-18,19400.014098485462,6918.439372052434,37565.19738470982,19400.014098485462,19400.014098485462,2735.197264716051,2735.197264716051,2735.197264716051,2735.197264716051,2735.197264716051,2735.197264716051,0.0,0.0,0.0,22135.211363201513
2010-01-19,19419.606360998478,11026.270049287026,43177.6113877277,19419.606360998478,19419.606360998478,8061.49424508266,8061.49424508266,8061.49424508266,8061.49424508266,8061.49424508266,8061.49424508266,0.0,0.0,0.0,27481.100606081138
2010-01-20,19439.198623511493,8330.64623314346,39879.09971519146,19439.198623511493,19439.198623511493,4702.881908673928,4702.881908673928,4702.881908673928,4702.881908673928,4702.881908673928,4702.881908673928,0.0,0.0,0.0,24142.08053218542
2010-01-21,19458.790886024508,15294.554296125496,48239.143377046814,19458.790886024508,19458.790886024508,11937.407009859498,11937.407009859498,11937.407009859498,11937.407009859498,11937.407009859498,11937.407009859498,0.0,0.0,0.0,31396.197895884005
2010-01-22,19478.383148537527,4748.997738637128,36276.34106674762,19478.383148537527,19478.383148537527,1156.1841805617091,1156.1841805617091,1156.1841805617091,1156.1841805617091,1156.1841805617091,1156.1841805617091,0.0,0.0,0.0,20634.567329099234
2010-01-23,19497.975411050542,-20210.588478597812,11376.347421596285,19497.975411050542,19497.975411050542,-22522.744569813167,-22522.744569813167,-22522.744569813167,-22522.744569813167,-22522.744569813167,-22522.744569813167,0.0,0.0,0.0,-3024.769158762625
2010-01-24,19517.567673563557,-2030.9105760382042,29188.529006100114,19517.567673563557,19517.567673563557,-6070.420039102156,-6070.420039102156,-6070.420039102156,-6070.420039102156,-6070.420039102156,-6070.420039102156,0.0,0.0,0.0,13447.147634461402
2010-01-25,19537.159936076572,6181.308018086513,37690.98499308426,19537.159936076572,19537.159936076572,2735.1972647237867,2735.1972647237867,2735.1972647237867,2735.1972647237867,2735.1972647237867,2735.1972647237867,0.0,0.0,0.0,22272.357200800358
2010-01-26,19556.752198589587,10671.439606002596,43389.47141926961,19556.752198589587,19556.752198589587,8061.494245074321,8061.494245074321,8061.494245074321,8061.494245074321,8061.494245074321,8061.494245074321,0.0,0.0,0.0,27618.24644366391
2010-01-27,19576.344461102603,8401.272517881687,40060.617192722086,19576.344461102603,19576.344461102603,4702.881908643256,4702.881908643256,4702.881908643256,4702.881908643256,4702.881908643256,4702.881908643256,0.0,0.0,0.0,24279.22636974586
2010-01-28,19595.93672361562,16338.599778454965,46703.214455975445,19595.93672361562,19595.93672361562,11937.407009882634,11937.407009882634,11937.407009882634,11937.407009882634,11937.407009882634,11937.407009882634,0.0,0.0,0.0,31533.343733498255
2010-01-29,19615.528986128636,6018.079479036781,36272.9157052184,19615.528986128636,19615.528986128636,1156.1841805504089,1156.1841805504089,1156.1841805504089,1156.1841805504089,1156.1841805504089,1156.1841805504089,0.0,0.0,0.0,20771.713166679045
2010-01-30,19635.121248641648,-18607.479897569418,12709.21705966251,19635.121248641648,19635.121248641648,-22522.744569793274,-22522.744569793274,-22522.744569793274,-22522.744569793274,-22522.744569793274,-22522.744569793274,0.0,0.0,0.0,-2887.6233211516264
2010-01-31,19654.713511154663,-2066.787700607734,29400.253318147912,19654.713511154663,19654.713511154663,-6070.420039089848,-6070.420039089848,-6070.420039089848,-6070.420039089848,-6070.420039089848,-6070.420039089848,0.0,0.0,0.0,13584.293472064815
2010-02-01,19674.30577366768,5892.907499586678,36748.70779064318,19674.30577366768,19674.30577366768,2735.1972647315206,2735.1972647315206,2735.1972647315206,2735.1972647315206,2735.1972647315206,2735.1972647315206,0.0,0.0,0.0,22409.503038399198
2010-02-02,19693.898036180697,11954.699370594451,42901.497785769345,19693.898036180697,19693.898036180697,8061.494245096593,8061.494245096593,8061.494245096593,8061.494245096593,8061.494245096593,8061.494245096593,0.0,0.0,0.0,27755.39228127729
2010-02-03,19713.490298693712,7765.788267610011,40775.42170378904,19713.490298693712,19713.490298693712,4702.881908654942,4702.881908654942,4702.881908654942,4702.881908654942,4702.881908654942,4702.881908654942,0.0,0.0,0.0,24416.372207348653
2010-02-04,19733.082561206727,15867.558493548751,46474.86810994154,19733.082561206727,19733.082561206727,11937.407009846876,11937.407009846876,11937.407009846876,11937.407009846876,11937.407009846876,11937.407009846876,0.0,0.0,0.0,31670.489571053604
2010-02-05,19752.674823719743,5403.542290986365,35478.208189457466,19752.674823719743,19752.674823719743,1156.1841805391075,1156.1841805391075,1156.1841805391075,1156.1841805391075,1156.1841805391075,1156.1841805391075,0.0,0.0,0.0,20908.85900425885
2010-02-06,19772.267086232758,-19282.9999767694,14033.081275570303,19772.267086232758,19772.267086232758,-22522.744569816616,-22522.744569816616,-22522.744569816616,-22522.744569816616,-22522.744569816616,-22522.744569816616,0.0,0.0,0.0,-2750.477483583858
2010-02-07,19791.859348745777,-1725.2354837207065,29621.289104782718,19791.859348745777,19791.859348745777,-6070.420039118032,-6070.420039118032,-6070.420039118032,-6070.420039118032,-6070.420039118032,-6070.420039118032,0.0,0.0,0.0,13721.439309627745
2010-02-08,19811.451614421832,6973.044421662364,37572.2559197405,19811.451614421832,19811.451614421832,2735.1972647143566,2735.1972647143566,2735.1972647143566,2735.1972647143566,2735.1972647143566,2735.1972647143566,0.0,0.0,0.0,22546.648879136188
2010-02-09,19831.043880097888,12274.21957412691,43391.04957254562,19831.043880097888,19831.043880097888,8061.494245088254,8061.494245088254,8061.494245088254,8061.494245088254,8061.494245088254,8061.494245088254,0.0,0.0,0.0,27892.53812518614
2010-02-10,19850.636145773944,8445.85144734408,39881.29513699046,19850.636145773944,19850.636145773944,4702.881908639342,4702.881908639342,4702.881908639342,4702.881908639342,4702.881908639342,4702.881908639342,0.0,0.0,0.0,24553.518054413285
2010-02-11,19870.22841145,16734.83490622767,47680.945254082435,19870.22841145,19870.22841145,11937.407009868446,11937.407009868446,11937.407009868446,11937.407009868446,11937.407009868446,11937.407009868446,0.0,0.0,0.0,31807.635421318446
2010-02-12,19889.820677126056,5014.538397683194,36816.740137706925,19889.820677126056,19889.820677126056,1156.1841805278066,1156.1841805278066,1156.1841805278066,1156.1841805278066,1156.1841805278066,1156.1841805278066,0.0,0.0,0.0,21046.00485765386
2010-02-13,19909.41294280211,-19237.357544951323,12604.989877901528,19909.41294280211,19909.41294280211,-22522.744569796727,-22522.744569796727,-22522.744569796727,-22522.744569796727,-22522.744569796727,-22522.744569796727,0.0,0.0,0.0,-2613.3316269946154
2010-02-14,19929.005208478167,-1851.7585298219512,28014.393080942253,19929.005208478167,19929.005208478167,-6070.420039102622,-6070.420039102622,-6070.420039102622,-6070.420039102622,-6070.420039102622,-6070.420039102622,0.0,0.0,0.0,13858.585169375547
2010-02-15,19948.597474154223,6227.47281772431,37723.39017477825,19948.597474154223,19948.597474154223,2735.1972647317425,2735.1972647317425,2735.1972647317425,2735.1972647317425,2735.1972647317425,2735.1972647317425,0.0,0.0,0.0,22683.794738885965
2010-02-16,19968.18973983028,12293.739096792697,43273.29279463602,19968.18973983028,19968.18973983028,8061.49424506953,8061.49424506953,8061.49424506953,8061.49424506953,8061.49424506953,8061.49424506953,0.0,0.0,0.0,28029.68398489981
2010-02-17,19987.782005506335,8763.453442194877,40280.01640096652,19987.782005506335,19987.782005506335,4702.8819086783105,4702.8819086783105,4702.8819086783105,4702.8819086783105,4702.8819086783105,4702.8819086783105,0.0,0.0,0.0,24690.663914184646
2010-02-18,20007.37427118239,16429.849211415083,48039.39190379704,20007.37427118239,20007.37427118239,11937.407009891584,11937.407009891584,11937.407009891584,11937.407009891584,11937.407009891584,11937.407009891584,0.0,0.0,0.0,31944.781281073974
2010-02-19,20026.966536858446,6813.20893886454,36541.41384482978,20026.966536858446,20026.966536858446,1156.1841805385334,1156.1841805385334,1156.1841805385334,1156.1841805385334,1156.1841805385334,1156.1841805385334,0.0,0.0,0.0,21183.15071739698
2010-02-20,20046.558802534502,-17831.683882070985,12990.79610910705,20046.558802534502,20046.558802534502,-22522.744569804825,-22522.744569804825,-22522.744569804825,-22522.744569804825,-22522.744569804825,-22522.744569804825,0.0,0.0,0.0,-2476.1857672703227
2010-02-21,20066.151068210558,-1558.7953357985589,29402.595166620544,20066.151068210558,20066.151068210558,-6070.420039090314,-6070.420039090314,-6070.420039090314,-6070.420039090314,-6070.420039090314,-6070.420039090314,0.0,0.0,0.0,13995.731029120245
2010-02-22,20085.743333886614,6524.188175952885,37056.68149326986,20085.743333886614,20085.743333886614,2735.1972647298244,2735.1972647298244,2735.1972647298244,2735.1972647298244,2735.1972647298244,2735.1972647298244,0.0,0.0,0.0,22820.94059861644
2010-02-23,20105.33559956267,12816.770945644574,44317.672481619,20105.33559956267,20105.33559956267,8061.494245071297,8061.494245071297,8061.494245071297,8061.494245071297,8061.494245071297,8061.494245071297,0.0,0.0,0.0,28166.82984463397
2010-02-24,20124.927865238722,10296.417518771163,40055.27468014351,20124.927865238722,20124.927865238722,4702.881908647638,4702.881908647638,4702.881908647638,4702.881908647638,4702.881908647638,4702.881908647638,0.0,0.0,0.0,24827.809773886358
2010-02-25,20144.520130914778,15682.519680985726,48475.82567030801,20144.520130914778,20144.520130914778,11937.407009884488,11937.407009884488,11937.407009884488,11937.407009884488,11937.407009884488,11937.407009884488,0.0,0.0,0.0,32081.927140799264
2010-02-26,20164.112396590837,4833.42926506285,37652.706484899136,20164.112396590837,20164.112396590837,1156.1841805516005,1156.1841805516005,1156.1841805516005,1156.1841805516005,1156.1841805516005,1156.1841805516005,0.0,0.0,0.0,21320.29657714244
2010-02-27,20183.704662266893,-16957.51870321196,13941.94695381088,20183.704662266893,20183.704662266893,-22522.744569812923,-22522.744569812923,-22522.744569812923,-22522.744569812923,-22522.744569812923,-22522.744569812923,0.0,0.0,0.0,-2339.03990754603
2010-02-28,20203.29692794295,-1130.3801481088992,29896.378008159372,20203.29692794295,20203.29692794295,-6070.420039071801,-6070.420039071801,-6070.420039071801,-6070.420039071801,-6070.420039071801,-6070.420039071801,0.0,0.0,0.0,14132.87688887115
2010-03-01,20222.889193619005,7330.586404339506,41008.426023079264,20222.889193619005,20222.889193619005,2735.1972647126568,2735.1972647126568,2735.1972647126568,2735.1972647126568,2735.1972647126568,2735.1972647126568,0.0,0.0,0.0,22958.08645833166
2010-03-02,20242.48145929506,12985.524594193535,43892.461380567554,20242.48145929506,20242.48145929506,8061.494245083461,8061.494245083461,8061.494245083461,8061.494245083461,8061.494245083461,8061.494245083461,0.0,0.0,0.0,28303.97570437852
2010-03-03,20262.0751366316,8437.561989531578,41850.488583495215,20262.0751366316,20262.0751366316,4702.881908659323,4702.881908659323,4702.881908659323,4702.881908659323,4702.881908659323,4702.881908659323,0.0,0.0,0.0,24964.957045290925
2010-03-04,20281.668813968143,16021.662954236226,48588.74520412658,20281.668813968143,20281.668813968143,11937.407009906057,11937.407009906057,11937.407009906057,11937.407009906057,11937.407009906057,11937.407009906057,0.0,0.0,0.0,32219.0758238742
2010-03-05,20301.262491304682,5022.03197305313,37855.12925293248,20301.262491304682,20301.262491304682,1156.1841805623249,1156.1841805623249,1156.1841805623249,1156.1841805623249,1156.1841805623249,1156.1841805623249,0.0,0.0,0.0,21457.44667186701
2010-03-06,20320.85616864122,-18117.16124327574,13685.255336368877,20320.85616864122,20320.85616864122,-22522.74456980828,-22522.74456980828,-22522.74456980828,-22522.74456980828,-22522.74456980828,-22522.74456980828,0.0,0.0,0.0,-2201.88840116706
2010-03-07,20340.44984597776,-472.59806641287736,30075.022929955023,20340.44984597776,20340.44984597776,-6070.420039099984,-6070.420039099984,-6070.420039099984,-6070.420039099984,-6070.420039099984,-6070.420039099984,0.0,0.0,0.0,14270.029806877777
2010-03-08,20360.043523314303,7544.433593045046,39196.71414735964,20360.043523314303,20360.043523314303,2735.197264720391,2735.197264720391,2735.197264720391,2735.197264720391,2735.197264720391,2735.197264720391,0.0,0.0,0.0,23095.240788034695
2010-03-09,20379.637200650843,12638.753391189235,44405.58928231836,20379.637200650843,20379.637200650843,8061.494245075123,8061.494245075123,8061.494245075123,8061.494245075123,8061.494245075123,8061.494245075123,0.0,0.0,0.0,28441.131445725965
2010-03-10,20399.230877987382,9131.669402338359,41109.66362997302,20399.230877987382,20399.230877987382,4702.881908671007,4702.881908671007,4702.881908671007,4702.881908671007,4702.881908671007,4702.881908671007,0.0,0.0,0.0,25102.11278665839
2010-03-11,20418.82455532392,15887.204090392283,47604.562696335895,20418.82455532392,20418.82455532392,11937.4070098703,11937.4070098703,11937.4070098703,11937.4070098703,11937.4070098703,11937.4070098703,0.0,0.0,0.0,32356.23156519422
2010-03-12,20438.418232660464,5783.268252653983,36170.47521134305,20438.418232660464,20438.418232660464,1156.1841806217878,1156.1841806217878,1156.1841806217878,1156.1841806217878,1156.1841806217878,1156.1841806217878,0.0,0.0,0.0,21594.602413282253
2010-03-13,20458.011909997003,-17942.102685244434,14717.412812670846,20458.011909997003,20458.011909997003,-22522.744569801132,-22522.744569801132,-22522.744569801132,-22522.744569801132,-22522.744569801132,-22522.744569801132,0.0,0.0,0.0,-2064.732659804129
2010-03-14,20477.605587333543,-1207.8080236125131,29527.939330763464,20477.605587333543,20477.605587333543,-6070.420039084574,-6070.420039084574,-6070.420039084574,-6070.420039084574,-6070.420039084574,-6070.420039084574,0.0,0.0,0.0,14407.18554824897
2010-03-15,20497.199264670086,8324.339235912257,38891.99807932522,20497.199264670086,20497.199264670086,2735.197264712879,2735.197264712879,2735.197264712879,2735.197264712879,2735.197264712879,2735.197264712879,0.0,0.0,0.0,23232.396529382964
2010-03-16,20516.792942006625,12697.851638488562,44500.142574893674,20516.792942006625,20516.792942006625,8061.494245087284,8061.494245087284,8061.494245087284,8061.494245087284,8061.494245087284,8061.494245087284,0.0,0.0,0.0,28578.28718709391
2010-03-17,20536.386619343168,9661.142426784118,40545.46236354389,20536.386619343168,20536.386619343168,4702.88190866762,4702.88190866762,4702.88190866762,4702.88190866762,4702.88190866762,4702.88190866762,0.0,0.0,0.0,25239.268528010787
2010-03-18,20555.980296679707,17163.26019261031,48805.827343884455,20555.980296679707,20555.980296679707,11937.407009893437,11937.407009893437,11937.407009893437,11937.407009893437,11937.407009893437,11937.407009893437,0.0,0.0,0.0,32493.387306573146
2010-03-19,20575.573974016246,6853.090319998717,37653.17156523095,20575.573974016246,20575.573974016246,1156.1841805861193,1156.1841805861193,1156.1841805861193,1156.1841805861193,1156.1841805861193,1156.1841805861193,0.0,0.0,0.0,21731.758154602365
2010-03-20,20595.16765135279,-19044.881047702765,13798.337330987108,20595.16765135279,20595.16765135279,-22522.74456980923,-22522.74456980923,-22522.74456980923,-22522.74456980923,-22522.74456980923,-22522.74456980923,0.0,0.0,0.0,-1927.5769184564415
2010-03-21,20614.76132868933,-1565.9997875032575,30156.74656758254,20614.76132868933,20614.76132868933,-6070.420039069164,-6070.420039069164,-6070.420039069164,-6070.420039069164,-6070.420039069164,-6070.420039069164,0.0,0.0,0.0,14544.341289620164
2010-03-22,20634.355006025868,9174.994697184899,39780.88580903424,20634.355006025868,20634.355006025868,2735.197264715018,2735.197264715018,2735.197264715018,2735.197264715018,2735.197264715018,2735.197264715018,0.0,0.0,0.0,23369.552270740885
2010-03-23,20653.948683362407,12627.883229125233,44040.850759932924,20653.948683362407,20653.948683362407,8061.494245068559,8061.494245068559,8061.494245068559,8061.494245068559,8061.494245068559,8061.494245068559,0.0,0.0,0.0,28715.442928430966
2010-03-24,20673.542360698946,9203.213301054326,40993.30631611053,20673.542360698946,20673.542360698946,4702.881908652023,4702.881908652023,4702.881908652023,4702.881908652023,4702.881908652023,4702.881908652023,0.0,0.0,0.0,25376.42426935097
2010-03-25,20693.136039082732,17111.168049691463,48207.98050488605,20693.136039082732,20693.136039082732,11937.407009886341,11937.407009886341,11937.407009886341,11937.407009886341,11937.407009886341,11937.407009886341,0.0,0.0,0.0,32630.543048969073
